OBEC, ULICA, PSC, DPOSTA, OKRES
 Ábelová;;985 13;Ábelová;Lučenec
  Košice;Dvorkinova;040 22;Košice 22;Košice I
  Košice;Edisonova;040 18;Košice 18-Krásna;Košice I
  Košice;Európska tr.;040 13;Košice 13;Košice I
  Košice;Exnárova;040 22;Košice 22;Košice I
  Košice;Fábryho;040 22;Košice 22;Košice I
  Košice;Fakľová;040 01;Košice 1;Košice I
  Košice;Fándlyho;040 17;Košice 17-Barca;Košice I
  Košice;Fejova;040 01;Košice 1;Košice I
  Košice;Feketeova pažiť;040 18;Košice 18-Krásna;Košice I
  Košice;Festivalové nám.;040 01;Košice 1;Košice I
  Košice;Fialková;040 11;Košice 11;Košice I
  Košice;Fibichova;040 01;Košice 1;Košice I
  Košice;Floriánska;040 01;Košice 1;Košice I
  Košice;Franckova;040 01;Košice 1;Košice I
  Košice;Františkánska;040 01;Košice 1;Košice I
  Košice;Furčianska;040 14;Košice 14;Košice I
  Košice;Gagarinovo nám.;040 12;Košice 12;Košice I
  Košice;Galaktická;040 12;Košice 12;Košice I
  Košice;Galgovecká;040 11;Košice 11;Košice I
  Košice;Galenova;040 01;Košice 1;Košice I
  Košice;Garbiarska;040 01;Košice 1;Košice I
  Košice;Gaštanová;040 01;Košice 1;Košice I
  Košice;Gavlovičova;040 17;Košice 17-Barca;Košice I
  Košice;Gazdovská;040 01;Košice 1;Košice I
  Košice;Gelnická;040 11;Košice 11;Košice I
  Košice;Gemerská;040 11;Košice 11;Košice I
  Košice;Gerlachovská;040 01;Košice 1;Košice I
  Košice;Goetheho;040 18;Košice 18-Krásna;Košice I
  Košice;Gogoľova;040 01;Košice 1;Košice I
  Košice;Goldirova;040 18;Košice 18-Krásna;Košice I
  Košice;Golianova;040 18;Košice 18-Krásna;Košice I
  Košice;Gorkého;040 01;Košice 1;Košice I
  Košice;Gorovecká;040 01;Košice 1;Košice I
  Košice;Grešákova;040 01;Košice 1;Košice I
  Košice;Gudernova;040 11;Košice 11;Košice I
  Košice;Haburská;040 11;Košice 11;Košice I
  Košice;Hajnícka;040 01;Košice 1;Košice I
  Košice;Hanojská;040 13;Košice 13;Košice I
  Košice;Harčarova;040 18;Košice 18-Krásna;Košice I
  Košice;Harmančeková;040 17;Košice 17-Barca;Košice I
  Košice;Havanská;040 13;Košice 13;Košice I
  Košice;Haviarska;040 01;Košice 1;Košice I
  Košice;Havlíčkova;040 01;Košice 1;Košice I
  Košice;Hečkova;040 17;Košice 17-Barca;Košice I
  Košice;Hellova;040 11;Košice 11;Košice I
  Košice;Helsinská;040 13;Košice 13;Košice I
  Košice;Hemerkova;040 23;Košice 23;Košice I
  Košice;Heringeš;040 01;Košice 1;Košice I
  Košice;Herlianska;040 14;Košice 14;Košice I
  Košice;Heydukova;040 01;Košice 1;Košice I
  Košice;Hlavná;040 01;Košice 1;Košice I
  Košice;Hlavná;040 18;Košice 18-Krásna;Košice I
  Košice;Hlinkova;040 01;Košice 1;Košice I
  Košice;Hodonínska;040 11;Košice 11;Košice I
  Košice;Hollého;040 01;Košice 1;Košice I
  Košice;Holubyho;040 01;Košice 1;Košice I
  Košice;Horná;040 18;Košice 18-Krásna;Košice I
  Košice;Hornádska;040 01;Košice 1;Košice I
  Košice;Horný Bankov;040 01;Košice 1;Košice I
  Košice;Horolezecká;040 01;Košice 1;Košice I
  Košice;Horovova;040 17;Košice 17-Barca;Košice I
  Košice;Hradbová;040 01;Košice 1;Košice I
  Košice;Hraničná;040 17;Košice 17-Barca;Košice I
  Košice;Hrebendova;040 11;Košice 11;Košice I
  Košice;Hrnčiarska;040 01;Košice 1;Košice I
  Košice;Hroncova;040 01;Košice 1;Košice I
  Košice;Hronská;040 11;Košice 11;Košice I
  Košice;Humenská;040 11;Košice 11;Košice I
  Košice;Huncovská;040 01;Košice 1;Košice I
  Košice;Hurbanova;040 01;Košice 1;Košice I
  Košice;Husárska;040 01;Košice 1;Košice I
  Košice;Husárska;040 11;Košice 11;Košice I
  Košice;Húskova;040 23;Košice 23;Košice I
  Košice;Hutnícka;040 01;Košice 1;Košice I
  Košice;Hviezdoslavova;040 01;Košice 1;Košice I
  Košice;Chalupkova;040 01;Košice 1;Košice I
  Košice;Charkovská;040 22;Košice 22;Košice I
  Košice;Chmelníky;040 16;Košice 16;Košice I
  Košice;Chrastie;040 01;Košice 1;Košice I
  Košice;Chrómová;040 17;Košice 17-Barca;Košice I
  Košice;Idanská;040 11;Košice 11;Košice I
  Košice;Inžinierska;040 11;Košice 11;Košice I
  Košice;Ipeľská;040 11;Košice 11;Košice I
  Košice;Irkutská;040 12;Košice 12;Košice I
  Košice;Jabloňová;040 15;Košice 15;Košice I
  Košice;Jačmenná;040 01;Košice 1;Košice I
  Košice;Jahodná;040 01;Košice 1;Košice I
  Košice;Jahodová;040 01;Košice 1;Košice I
  Košice;Jakobyho;040 01;Košice 1;Košice I
  Košice;Jaltská;040 22;Košice 22;Košice I
  Košice;Janigova;040 23;Košice 23;Košice I
  Košice;Jánošíkova;040 01;Košice 1;Košice I
  Košice;Jantárová;040 01;Košice 1;Košice I
  Košice;Jantárové nám.;040 11;Košice 11;Košice I
  Košice;Jarková;040 15;Košice 15;Košice I
  Košice;Jarmočná;040 01;Košice 1;Košice I
  Košice;Jarná;040 01;Košice 1;Košice I
  Košice;Jaseňová;040 14;Košice 14;Košice I
  Košice;Jasovská;040 11;Košice 11;Košice I
  Košice;Jasuschova;040 23;Košice 23;Košice I
  Košice;Javorová;040 01;Košice 1;Košice I
  Košice;Jazdecká;040 01;Košice 1;Košice I
  Košice;Jazerná;040 12;Košice 12;Košice I
  Košice;Jazmínová;040 11;Košice 11;Košice I
  Košice;Jazvečia;040 13;Košice 13;Košice I
  Košice;Jedlíkova;040 11;Košice 11;Košice I
  Košice;Jedľová;040 01;Košice 1;Košice I
  Košice;Jegorovovo nám.;040 22;Košice 22;Košice I
  Košice;Jelenia;040 01;Košice 1;Košice I
  Košice;Jelšavská;040 11;Košice 11;Košice I
  Košice;Jenisejská;040 12;Košice 12;Košice I
  Košice;Jesenná;040 01;Košice 1;Košice I
  Košice;Jesenského;040 01;Košice 1;Košice I
  Košice;Jihlavská;040 11;Košice 11;Košice I
  Košice;Jilemnického;040 01;Košice 1;Košice I
  Košice;Jiskrova;040 01;Košice 1;Košice I
  Košice;Juhoslovanská;040 13;Košice 13;Košice I
  Košice;Junácka;040 01;Košice 1;Košice I
  Košice;Južná tr.;040 01;Košice 1;Košice I
  Košice;Južná tr.;040 17;Košice 17-Barca;Košice I
  Košice;Južné nábr.;040 01;Košice 1;Košice I
  Košice;K ihrisku;040 01;Košice 1;Košice I
  Košice;K majeru;040 18;Košice 18-Krásna;Košice I
  Košice;Kadlubská;040 01;Košice 1;Košice I
  Košice;Kalinčiakova;040 01;Košice 1;Košice I
  Košice;Kalinovská;040 22;Košice 22;Košice I
  Košice;Kalvária;040 01;Košice 1;Košice I
  Košice;Kameničná;040 15;Košice 15;Košice I
  Košice;Kamenná;040 15;Košice 15;Košice I
  Košice;Kapustná;040 17;Košice 17-Barca;Košice I
  Košice;Karlovarská;040 11;Košice 11;Košice I
  Košice;Karpatská;040 01;Košice 1;Košice I
  Košice;Kasárenské nám.;040 01;Košice 1;Košice I
  Košice;Kaspická;040 12;Košice 12;Košice I
  Košice;Kaštielna;040 15;Košice 15;Košice I
  Košice;Katkin park;040 11;Košice 11;Košice I
  Košice;Kavečany;040 01;Košice 1;Košice I
  Košice;Kavečianska cesta;040 01;Košice 1;Košice I
  Košice;Keldišova;040 18;Košice 18-Krásna;Košice I
  Košice;Kertésova;040 18;Košice 18-Krásna;Košice I
  Košice;Kežmarská;040 11;Košice 11;Košice I
  Košice;Kisdyho;040 01;Košice 1;Košice I
  Košice;Kladenská;040 18;Košice 18-Krásna;Košice I
  Košice;Klimkovičova;040 23;Košice 23;Košice I
  Košice;Klinčeková;040 01;Košice 1;Košice I
  Košice;Kmeťova;040 01;Košice 1;Košice I
  Košice;Kollárova;040 01;Košice 1;Košice I
  Košice;Komenského;040 01;Košice 1;Košice I
  Košice;Končistá;040 01;Košice 1;Košice I
  Košice;Konopná;040 18;Košice 18-Krásna;Košice I
  Košice;Konvalinková;040 11;Košice 11;Košice I
  Košice;Kopečná;040 01;Košice 1;Košice I
  Košice;Kórejská;040 01;Košice 1;Košice I
  Košice;Korýtková;040 01;Košice 1;Košice I
  Košice;Kosatcová;040 01;Košice 1;Košice I
  Košice;Kostolianska;040 01;Košice 1;Košice I
  Košice;Kostolná;040 01;Košice 1;Košice I
  Košice;Kostrová;040 17;Košice 17-Barca;Košice I
  Košice;Košťova;040 01;Košice 1;Košice I
  Košice;Kováčska;040 01;Košice 1;Košice I
  Košice;Kovaľská;040 15;Košice 15;Košice I
  Košice;kpt. Jaroša;040 22;Košice 22;Košice I
  Košice;kpt. Nálepku;040 01;Košice 1;Košice I
  Košice;Krajná;040 18;Košice 18-Krásna;Košice I
  Košice;Krakovská;040 11;Košice 11;Košice I
  Košice;Králičia;040 01;Košice 1;Košice I
  Košice;Královecká;040 01;Košice 1;Košice I
  Košice;Krasinského;040 01;Košice 1;Košice I
  Košice;Krásnohorská;040 11;Košice 11;Košice I
  Košice;Krátka;040 17;Košice 17-Barca;Košice I
  Košice;Krátka;040 18;Košice 18-Krásna;Košice I
  Košice;Krčméryho;040 11;Košice 11;Košice I
  Košice;Kremnická;040 11;Košice 11;Košice I
  Košice;Krivá;040 01;Košice 1;Košice I
  Košice;Križinova;040 18;Košice 18-Krásna;Košice I
  Košice;Krmanova;040 01;Košice 1;Košice I
  Košice;Krompašská;040 11;Košice 11;Košice I
  Košice;Krosnianska;040 22;Košice 22;Košice I
  Košice;Krupinská;040 01;Košice 1;Košice I
  Košice;Ku Bangortu;040 16;Košice 16;Košice I
  Košice;Ku Gardu;040 15;Košice 15;Košice I
  Košice;Ku mlynu;040 15;Košice 15;Košice I
  Košice;Ku Potoku;040 16;Košice 16;Košice I
  Košice;Kubíková;040 17;Košice 17-Barca;Košice I
  Košice;Kukučínova;040 01;Košice 1;Košice I
  Košice;Kukuričná;040 01;Košice 1;Košice I
  Košice;Kupeckého;040 01;Košice 1;Košice I
  Košice;Kurská;040 22;Košice 22;Košice I
  Košice;Kustrova;040 01;Košice 1;Košice I
  Košice;Kuzmányho;040 01;Košice 1;Košice I
  Košice;Kvetná;040 15;Košice 15;Košice I
  Košice;Kysucká;040 11;Košice 11;Košice I
  Košice;Laborecká;040 11;Košice 11;Košice I
  Košice;Lackova;040 18;Košice 18-Krásna;Košice I
  Košice;Ladožská;040 12;Košice 12;Košice I
  Košice;Ľanová;040 17;Košice 17-Barca;Košice I
  Košice;Lečkova;040 11;Košice 11;Košice I
  Košice;Jána Pavla II.;040 23;Košice 23;Košice I
  Košice;Lermontovova;040 01;Košice 1;Košice I
  Košice;Lesná;040 01;Košice 1;Košice I
  Košice;Lesnícka;040 11;Košice 11;Košice I
  Košice;Letecká;040 01;Košice 1;Košice I
  Košice;Letná;040 01;Košice 1;Košice I
  Košice;Levočská;040 12;Košice 12;Košice I
  Košice;Lidické nám.;040 22;Košice 22;Košice I
  Košice;Liesková;040 01;Košice 1;Košice I
  Košice;Lichardova;040 01;Košice 1;Košice I
  Košice;Lipová;040 01;Košice 1;Košice I
  Košice;Liptovská;040 01;Košice 1;Košice I
  Košice;Lofflerova;040 01;Košice 1;Košice I
  Košice;Lomená;040 01;Košice 1;Košice I
  Košice;Lomnická;040 01;Košice 1;Košice I
  Košice;Lomonosovova;040 01;Košice 1;Košice I
  Košice;Londýnská;040 01;Košice 1;Košice I
  Košice;Lorinčík;040 11;Košice 11;Košice I
  Košice;Lovecká;040 01;Košice 1;Košice I
  Košice;Lubina;040 12;Košice 12;Košice I
  Košice;Lučenecká;040 11;Košice 11;Košice I
  Košice;Lúčna;040 15;Košice 15;Košice I
  Košice;Ludmanská;040 01;Košice 1;Košice I
  Košice;Ľudová;040 11;Košice 11;Košice I
  Košice;Ľudvíkov dvor;040 15;Košice 15;Košice I
  Košice;Lupkovská;040 22;Košice 22;Košice I
  Košice;Lyžiarská;040 01;Košice 1;Košice I
  Košice;Maďarská;040 13;Košice 13;Košice I
  Košice;Madridská;040 13;Košice 13;Košice I
  Košice;Magdalénska;040 01;Košice 1;Košice I
  Košice;Magnezitárska;040 13;Košice 13;Košice I
  Košice;Magurská;040 01;Košice 1;Košice I
  Košice;Májová;040 01;Košice 1;Košice I
  Košice;Malá;040 01;Košice 1;Košice I
  Košice;Malinová;040 01;Košice 1;Košice I
  Košice;Maloidanská;040 15;Košice 15;Košice I
  Košice;Mánesova;040 01;Košice 1;Košice I
  Košice;Markušova;040 11;Košice 11;Košice I
  Košice;marš. Koneva;040 22;Košice 22;Košice I
  Košice;Martinská;040 11;Košice 11;Košice I
  Košice;Masarykova;040 01;Košice 1;Košice I
  Košice;Matičná;040 17;Košice 17-Barca;Košice I
  Košice;Matuškova;040 11;Košice 11;Košice I
  Košice;Maurerova;040 22;Košice 22;Košice I
  Košice;Mäsiarska;040 01;Košice 1;Košice I
  Košice;Medená;040 17;Košice 17-Barca;Košice I
  Košice;Medická;040 11;Košice 11;Košice I
  Košice;Medzevská;040 11;Košice 11;Košice I
  Košice;Medzi mostami;040 01;Košice 1;Košice I
  Košice;Mengušovská;040 01;Košice 1;Košice I
  Košice;Mestský park;040 01;Košice 1;Košice I
  Košice;Meteorová;040 12;Košice 12;Košice I
  Košice;Mierová;040 15;Košice 15;Košice I
  Košice;Michalovská;040 11;Košice 11;Košice I
  Košice;Mikovíniho;040 11;Košice 11;Košice I
  Košice;Milosrdenstva;040 01;Košice 1;Košice I
  Košice;Minská;040 18;Košice 18-Krásna;Košice I
  Košice;Miškovecká;040 11;Košice 11;Košice I
  Košice;Mládežnícka;040 15;Košice 15;Košice I
  Košice;Mliečna;040 14;Košice 14;Košice I
  Košice;Mlynárska;040 01;Košice 1;Košice I
  Košice;Mlynská;040 01;Košice 1;Košice I
  Košice;Močiarna;040 17;Košice 17-Barca;Košice I
  Košice;Mojmírova;040 01;Košice 1;Košice I
  Košice;Moldavská;040 11;Košice 11;Košice I
  Košice;Mongolská;040 01;Košice 1;Košice I
  Košice;Moravská;040 01;Košice 1;Košice I
  Košice;Mosadzná;040 17;Košice 17-Barca;Košice I
  Košice;Moskovská trieda;040 11;Košice 11;Košice I
  Košice;Moyzesova;040 01;Košice 1;Košice I
  Košice;Mozartova;040 18;Košice 18-Krásna;Košice I
  Košice;Mudroňova;040 01;Košice 1;Košice I
  Košice;Muránska;040 01;Košice 1;Košice I
  Košice;Murgašova;040 01;Košice 1;Košice I
  Košice;Muškátová;040 11;Košice 11;Košice I
  Košice;Myslavská;040 16;Košice 16;Košice I
  Košice;Na Demetri;040 13;Košice 13;Košice I
  Košice;Na doline;040 14;Košice 14;Košice I
  Košice;Na hájiku;040 13;Košice 13;Košice I
  Košice;Na Kalvárii;040 01;Košice 1;Košice I
  Košice;Na kope;040 16;Košice 16;Košice I
  Košice;Na Košarisku;040 11;Košice 11;Košice I
  Košice;Na pažiti;040 18;Košice 18-Krásna;Košice I
  Košice;Na rožku;040 01;Košice 1;Košice I
  Košice;Na sihoti;040 13;Košice 13;Košice I
  Košice;Na stráni;040 01;Košice 1;Košice I
  Košice;Na šajbe;040 01;Košice 1;Košice I
  Košice;Na úvoze;040 01;Košice 1;Košice I
  Košice;Na záhumní;040 15;Košice 15;Košice I
  Košice;Nám. koš. mučeníkov;040 12;Košice 12;Košice I
  Košice;Nám. kozmonautov;040 12;Košice 12;Košice I
  Košice;Nám. L. Novomeského;040 01;Košice 1;Košice I
  Košice;Nám. Maratónu mieru;040 01;Košice 1;Košice I
  Košice;Nám. mlad. poľnohosp;040 17;Košice 17-Barca;Košice I
  Košice;Nám. nádeje;040 01;Košice 1;Košice I
  Košice;Nám. oceliarov;040 15;Košice 15;Košice I
  Košice;Nám. osloboditeľov;040 01;Košice 1;Košice I
  Košice;Napájadlá;040 12;Košice 12;Košice I
  Košice;Narcisová;040 11;Košice 11;Košice I
  Košice;Národná tr.;040 01;Košice 1;Košice I
  Košice;Národné nám.;040 01;Košice 1;Košice I
  Košice;Nerudova;040 01;Košice 1;Košice I
  Košice;Nešporova;040 11;Košice 11;Košice I
  Košice;Nevädzova;040 01;Košice 1;Košice I
  Košice;Niklová;040 17;Košice 17-Barca;Košice I
  Košice;Nitrianska;040 01;Košice 1;Košice I
  Košice;Nivky;040 01;Košice 1;Košice I
  Košice;Nižná úvrať;040 01;Košice 1;Košice I
  Košice;Nižné Chmelníka;040 16;Košice 16;Košice I
  Košice;Nižné Kapustníky;040 01;Košice 1;Košice I
  Košice;Nižné Kapustníky;040 12;Košice 12;Košice I
  Košice;Nižný Heringeš;040 01;Košice 1;Košice I
  Košice;Nová;040 18;Košice 18-Krásna;Košice I
  Košice;Obchodná;040 11;Košice 11;Košice I
  Košice;Oblá;040 01;Košice 1;Košice I
  Košice;Obrancov mieru;040 01;Košice 1;Košice I
  Košice;Obrody;040 11;Košice 11;Košice I
  Košice;Odborárska;040 01;Košice 1;Košice I
  Košice;Olivová;040 01;Košice 1;Košice I
  Košice;Omská;040 01;Košice 1;Košice I
  Košice;Ondavská;040 11;Košice 11;Košice I
  Košice;Opálová;040 11;Košice 11;Košice I
  Košice;Opatovská;040 01;Košice 1;Košice I
  Košice;Opátska;040 18;Košice 18-Krásna;Košice I
  Košice;Oravská;040 01;Košice 1;Košice I
  Košice;Orechová;040 01;Košice 1;Košice I
  Košice;Orgovánová;040 11;Košice 11;Košice I
  Košice;Orlia;040 01;Košice 1;Košice I
  Košice;Orná;040 18;Košice 18-Krásna;Košice I
  Košice;Ortašská;040 18;Košice 18-Krásna;Košice I
  Košice;Ortovická;040 18;Košice 18-Krásna;Košice I
  Košice;Ortvaňová;040 14;Košice 14;Košice I
  Košice;Osiková;040 01;Košice 1;Košice I
  Košice;Osloboditeľov;040 17;Košice 17-Barca;Košice I
  Košice;Ostravská;040 11;Košice 11;Košice I
  Košice;Ostrovského;040 01;Košice 1;Košice I
  Košice;Oštepová;040 01;Košice 1;Košice I
  Košice;Ovocná;040 17;Košice 17-Barca;Košice I
  Košice;Ovručská;040 22;Košice 22;Košice I
  Košice;Ovsená;040 01;Košice 1;Košice I
  Košice;Pajorova;040 01;Košice 1;Košice I
  Košice;Palackého;040 01;Košice 1;Košice I
  Košice;Palárikova;040 01;Košice 1;Košice I
  Košice;Palkovičova;040 01;Košice 1;Košice I
  Košice;Palmová;040 01;Košice 1;Košice I
  Košice;Panelová;040 01;Košice 1;Košice I
  Košice;Papradia;040 17;Košice 17-Barca;Košice I
  Košice;Park Angelinum;040 01;Košice 1;Košice I
  Košice;Park dukl. obetí;040 01;Košice 1;Košice I
  Košice;Park Komenského;040 01;Košice 1;Košice I
  Košice;Park mládeže;040 01;Košice 1;Košice I
  Košice;Park obrancov mieru;040 01;Košice 1;Košice I
  Košice;Partizánska;040 01;Košice 1;Košice I
  Košice;Pasienková;040 18;Košice 18-Krásna;Košice I
  Košice;Pasteurova;040 01;Košice 1;Košice I
  Košice;Pasteurovo nám.;040 01;Košice 1;Košice I
  Košice;Paulínyiho;040 11;Košice 11;Košice I
  Košice;Pažitná;040 15;Košice 15;Košice I
  Košice;Pekinská;040 13;Košice 13;Košice I
  Košice;Pekná;040 01;Košice 1;Košice I
  Košice;Perešská;040 11;Košice 11;Košice I
  Košice;Perlová;040 01;Košice 1;Košice I
  Košice;Petzvalova;040 11;Košice 11;Košice I
  Košice;Piesočná;040 18;Košice 18-Krásna;Košice I
  Košice;Piešťanská;040 11;Košice 11;Košice I
  Košice;Platanová;040 01;Košice 1;Košice I
  Košice;Plťová;040 01;Košice 1;Košice I
  Košice;Plzeňská;040 11;Košice 11;Košice I
  Košice;Pod Furčou;040 01;Košice 1;Košice I
  Košice;Pod gruntom;040 16;Košice 16;Košice I
  Košice;Pod horou;040 16;Košice 16;Košice I
  Košice;Pod hrabinou;040 16;Košice 16;Košice I
  Košice;Pod hrebienkom;040 01;Košice 1;Košice I
  Košice;Pod kaštieľom;040 01;Košice 1;Košice I
  Košice;Pod šiancom;040 01;Košice 1;Košice I
  Košice;Pod vinicami;040 01;Košice 1;Košice I
  Košice;Pod vlekom;040 01;Košice 1;Košice I
  Košice;Podbeľová;040 17;Košice 17-Barca;Košice I
  Košice;Podhradová;040 01;Košice 1;Košice I
  Košice;Podjavorinskej;040 11;Košice 11;Košice I
  Košice;Podkamenná;040 01;Košice 1;Košice I
  Košice;Podtatranského;040 01;Košice 1;Košice I
  Košice;Pokojná;040 17;Košice 17-Barca;Košice I
  Košice;Pokroku;040 11;Košice 11;Košice I
  Košice;Polárna;040 12;Košice 12;Košice I
  Košice;Polianska;040 01;Košice 1;Košice I
  Košice;Pollova;040 18;Košice 18-Krásna;Košice I
  Košice;Poľná;040 14;Košice 14;Košice I
  Košice;Poľovnícka;040 11;Košice 11;Košice I
  Košice;Poľovnícka;040 18;Košice 18-Krásna;Košice I
  Košice;Poľovská;040 15;Košice 15;Košice I
  Košice;Poľská;040 01;Košice 1;Košice I
  Košice;Poludníková;040 12;Košice 12;Košice I
  Košice;Poničanova;040 17;Košice 17-Barca;Košice I
  Košice;Popradská;040 01;Košice 1;Košice I
  Košice;Popradská;040 11;Košice 11;Košice I
  Košice;Postupimská;040 22;Košice 22;Košice I
  Košice;Poštová;040 01;Košice 1;Košice I
  Košice;Potočná;040 01;Košice 1;Košice I
  Košice;Považská;040 11;Košice 11;Košice I
  Košice;Povrazová;040 16;Košice 16;Košice I
  Košice;Povst. českého ľudu;040 22;Košice 22;Košice I
  Košice;Požiarnická;040 01;Košice 1;Košice I
  Košice;Prasličková;040 17;Košice 17-Barca;Košice I
  Košice;Prašná;040 18;Košice 18-Krásna;Košice I
  Košice;Pražská;040 11;Košice 11;Košice I
  Košice;Prešovská;040 01;Košice 1;Košice I
  Košice;Pri bitúnku;040 01;Košice 1;Košice I
  Košice;Pri hati;040 01;Košice 1;Košice I
  Košice;Pri Hornáde;040 18;Košice 18-Krásna;Košice I
  Košice;Pri Hrušove;040 13;Košice 13;Košice I
  Košice;Pri jazdiarni;040 01;Košice 1;Košice I
  Košice;Pri Krásnej;040 12;Košice 12;Košice I
  Košice;Pri Krásnej;040 12;Košice 12;Košice I
  Košice;Pri Mikluš. väznici;040 01;Košice 1;Košice I
  Košice;Pri nemocnici;040 01;Košice 1;Košice I
  Košice;Pri plynárni;040 01;Košice 1;Košice I
  Košice;Pri pošte;040 17;Košice 17-Barca;Košice I
  Košice;Pri prachárni;040 11;Košice 11;Košice I
  Košice;Pri salaši;040 17;Košice 17-Barca;Košice I
  Košice;Pri sídlisku;040 18;Košice 18-Krásna;Košice I
  Košice;Pri studničke;040 18;Košice 18-Krásna;Košice I
  Košice;Pri vagovni;040 17;Košice 17-Barca;Košice I
  Košice;Pri žel. Stanici;040 17;Košice 17-Barca;Košice I
  Košice;Pribinova;040 01;Košice 1;Košice I
  Košice;Priemyselná;040 01;Košice 1;Košice I
  Košice;Príkra;040 01;Košice 1;Košice I
  Košice;Protifaš. bojovníkov;040 01;Košice 1;Košice I
  Košice;Prúdová;040 01;Košice 1;Košice I
  Košice;Prvosienková;040 01;Košice 1;Košice I
  Košice;Pšeničná;040 01;Košice 1;Košice I
  Košice;Púpavová;040 01;Košice 1;Košice I
  Košice;Puškinova;040 01;Košice 1;Košice I
  Košice;Račí potok;040 01;Košice 1;Košice I
  Košice;Radlinského;040 17;Košice 17-Barca;Košice I
  Košice;Raketová;040 12;Košice 12;Košice I
  Košice;Rampová;040 01;Košice 1;Košice I
  Košice;Ranná;040 15;Košice 15;Košice I
  Košice;Rastislavova;040 01;Košice 1;Košice I
  Košice;Rázusova;040 01;Košice 1;Košice I
  Košice;Ražná;040 01;Košice 1;Košice I
  Košice;Rehoľná;040 18;Košice 18-Krásna;Košice I
  Košice;Repíková;040 17;Košice 17-Barca;Košice I
  Košice;Repná;040 13;Košice 13;Košice I
  Košice;Rešov majer;040 18;Košice 18-Krásna;Košice I
  Košice;Revúcka;040 11;Košice 11;Košice I
  Košice;Rímska;040 01;Košice 1;Košice I
  Košice;Ríznerova;040 01;Košice 1;Košice I
  Košice;Robotnícka;040 11;Košice 11;Košice I
  Košice;Rokycká;040 01;Košice 1;Košice I
  Košice;Roľnícka;040 01;Košice 1;Košice I
  Košice;Rooseweltova;040 01;Košice 1;Košice I
  Košice;Rosná;040 01;Košice 1;Košice I
  Košice;Rovníková;040 12;Košice 12;Košice I
  Košice;Rozálska;040 01;Košice 1;Košice I
  Košice;Rozmarínová;040 17;Košice 17-Barca;Košice I
  Košice;Rozvojová;040 11;Košice 11;Košice I
  Košice;Rožňavská;040 11;Košice 11;Košice I
  Košice;Rubínová;040 11;Košice 11;Košice I
  Košice;Rumanova;040 01;Košice 1;Košice I
  Košice;Rumunská;040 01;Košice 1;Košice I
  Košice;Rusnákova;040 17;Košice 17-Barca;Košice I
  Košice;Ružínska;040 11;Košice 11;Košice I
  Košice;Ružomberská;040 11;Košice 11;Košice I
  Košice;Ružová;040 11;Košice 11;Košice I
  Košice;Sabinovská;040 11;Košice 11;Košice I
  Košice;Sadovnícka;040 15;Košice 15;Košice I
  Košice;Sečovská;040 01;Košice 1;Košice I
  Košice;Sečovská cesta;040 22;Košice 22;Košice I
  Košice;Senný trh;040 01;Košice 1;Košice I
  Košice;Severné nábr.;040 01;Košice 1;Košice I
  Košice;Skalná;040 01;Košice 1;Košice I
  Košice;Skautská;040 01;Košice 1;Košice I
  Košice;Skladná;040 01;Košice 1;Košice I
  Košice;Sklepárska;040 15;Košice 15;Košice I
  Košice;Sládkovičova;040 01;Košice 1;Košice I
  Košice;Slanecká;040 12;Košice 12;Košice I
  Košice;Slávičia;040 01;Košice 1;Košice I
  Košice;Slavkovská;040 01;Košice 1;Košice I
  Košice;Sliačska;040 11;Košice 11;Košice I
  Košice;Slivník;040 01;Košice 1;Košice I
  Košice;Slnečná;040 01;Košice 1;Košice I
  Košice;Slobody;040 11;Košice 11;Košice I
  Košice;Slovenská;040 01;Košice 1;Košice I
  Košice;Slovenského;040 01;Košice 1;Košice I
  Košice;Slovenskej jednoty;040 01;Košice 1;Košice I
  Košice;Smaragdová;040 11;Košice 11;Košice I
  Košice;Smetanova;040 01;Košice 1;Košice I
  Košice;Smreková;040 15;Košice 15;Košice I
  Košice;Smutná;040 18;Košice 18-Krásna;Košice I
  Košice;Snežienková;040 01;Košice 1;Košice I
  Košice;Sofijská;040 13;Košice 13;Košice I
  Košice;Sokolovská;040 11;Košice 11;Košice I
  Košice;Spišské nám.;040 12;Košice 12;Košice I
  Košice;Sputniková;040 12;Košice 12;Košice I
  Košice;Srbská;040 01;Košice 1;Košice I
  Košice;Srnčia;040 01;Košice 1;Košice I
  Košice;Stálicová;040 12;Košice 12;Košice I
  Košice;Staničná;040 01;Košice 1;Košice I
  Košice;Staničné nám.;040 01;Košice 1;Košice I
  Košice;Stará baštová;040 01;Košice 1;Košice I
  Košice;Stará pracháreň;040 01;Košice 1;Košice I
  Košice;Stará preš. cesta;040 01;Košice 1;Košice I
  Košice;Stará spišská cesta;040 01;Košice 1;Košice I
  Košice;Starozagorská;040 23;Košice 23;Košice I
  Košice;Stierova;040 23;Košice 23;Košice I
  Košice;Stodolova;040 11;Košice 11;Košice I
  Košice;Stokrásková;040 11;Košice 11;Košice I
  Košice;Strakova;040 01;Košice 1;Košice I
  Košice;Strážna;040 01;Košice 1;Košice I
  Košice;Strelecká;040 01;Košice 1;Košice I
  Košice;Strieborná;040 17;Košice 17-Barca;Košice I
  Košice;Strojnícka;040 01;Košice 1;Košice I
  Košice;Stromová;040 01;Košice 1;Košice I
